Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000020901	Pik3r5	11
ENSMUSG00000080884	Cyp2j7-ps3	4
ENSMUSG00000083801	Cyp2j7-ps2	4
ENSMUSG00000048495	Tyw5	1
ENSMUSG00000071113	Mboat4	8
ENSMUSG00000031511	Arhgef7	8
ENSMUSG00000085555	2610035F20Rik	14
ENSMUSG00000040219	Ttc12	9
ENSMUSG00000019461	Plscr3	11
ENSMUSG00000028838	Extl1	4
ENSMUSG00000111564	Stmn1-rs1	9
ENSMUSG00000099910	Gm29651	Y
ENSMUSG00000031603	Fgf20	8
ENSMUSG00000082681	Cyp2j7-ps1	4
ENSMUSG00000109869	Gm39158	8
ENSMUSG00000102622	Trbv7	6
ENSMUSG00000099818	Gm29652	Y
ENSMUSG00000019851	Perp	10
ENSMUSG00000073898	Olfr713	7
ENSMUSG00000096386	Vmn1r100	7
ENSMUSG00000108899	Gm44811	7
ENSMUSG00000114186	AC132596.1	12
ENSMUSG00000038156	Spon1	7
ENSMUSG00000113091	Gm9279	12
ENSMUSG00000076922	Traj6	14
ENSMUSG00000103833	Gm37610	6
ENSMUSG00000081362	Cyp2j7	4
ENSMUSG00000104198	Trbv9	6
ENSMUSG00000114137	AC134596.2	12
ENSMUSG00000039478	Micu3	8
ENSMUSG00000091671	Trbv10	6
ENSMUSG00000112946	Gm9280	12
ENSMUSG00000102821	Trbv8	6
ENSMUSG00000100500	Gm29080	Y
ENSMUSG00000081018	Gm15012	X
ENSMUSG00000108862	Gm17991	7
ENSMUSG00000053472	Gm13534	2
ENSMUSG00000083992	Gm11478	11
ENSMUSG00000102345	Gm37377	3
ENSMUSG00000100677	Gm21184	Y
ENSMUSG00000085437	1700047A11Rik	8
ENSMUSG00000024006	Stk38	17
ENSMUSG00000047230	Cldn2	X
ENSMUSG00000100171	Gm21201	Y
ENSMUSG00000029291	Rufy3	5
ENSMUSG00000067594	Krt77	15
ENSMUSG00000061524	Zic2	14
ENSMUSG00000050359	Sprr1a	3
ENSMUSG00000103156	Gm38293	1
ENSMUSG00000076571	Igkv5-37	6
ENSMUSG00000068039	Tcp1	17
ENSMUSG00000109186	Gm34821	7
ENSMUSG00000086940	Gm12746	4
ENSMUSG00000021987	Mtmr6	14
ENSMUSG00000110183	Gm45411	8
ENSMUSG00000102903	Trbv11	6
ENSMUSG00000081378	Rps13-ps4	8
ENSMUSG00000076572	Igkv18-36	6
ENSMUSG00000046186	Cd109	9
ENSMUSG00000001988	Npas1	7
ENSMUSG00000099463	Gm29081	Y
ENSMUSG00000031832	Taf1c	8
ENSMUSG00000092322	Esp36	17
ENSMUSG00000103549	Gm17895	3
ENSMUSG00000115230	AC101945.2	15
ENSMUSG00000022514	Il1rap	16
ENSMUSG00000081921	Gm12858	4
ENSMUSG00000049515	Espnl	1
ENSMUSG00000045566	Sprr4	3
ENSMUSG00000082461	Gm8844	X
ENSMUSG00000095574	Trbv12-1	6
ENSMUSG00000049674	Olfr714	7
ENSMUSG00000092566	Gm20409	17
ENSMUSG00000033871	Ppargc1b	18
ENSMUSG00000102308	2310046K23Rik	3
ENSMUSG00000076467	Trbv13-1	6
ENSMUSG00000093876	Ighd5-3	12
ENSMUSG00000104412	Gm37798	Y
ENSMUSG00000109391	Gm45023	7
ENSMUSG00000083719	Gm15161	X
ENSMUSG00000104321	Gm37318	Y
ENSMUSG00000092316	Gm6726	17
ENSMUSG00000108677	Gm44759	7
ENSMUSG00000086732	Gm6117	6
ENSMUSG00000103892	Gm31572	Y
ENSMUSG00000030816	Rnf40	7
ENSMUSG00000098223	Gm4891	8
ENSMUSG00000080983	Gm5419	X
ENSMUSG00000064057	Scgb3a1	11
ENSMUSG00000114571	AC129219.3	14
ENSMUSG00000069712	4930444G20Rik	10
ENSMUSG00000081281	Gm6274	X
ENSMUSG00000103969	Gm21890	Y
ENSMUSG00000098001	Gm27048	8
ENSMUSG00000100486	Gm4131	14
ENSMUSG00000101261	1700109I08Rik	14
ENSMUSG00000102339	Gm21443	Y
ENSMUSG00000114292	AC129219.1	14
ENSMUSG00000113965	A730091E23Rik	13
ENSMUSG00000037636	Slc25a43	X
ENSMUSG00000035184	Fam124a	14
ENSMUSG00000108981	Gm15262	X
ENSMUSG00000085770	Gm11381	13
ENSMUSG00000102977	Gm37346	Y
ENSMUSG00000086804	Gm43154	6
ENSMUSG00000042700	Sipa1l1	12
ENSMUSG00000081706	Gm7927	X
ENSMUSG00000111530	Gm9487	9
ENSMUSG00000027676	Ccdc39	3
ENSMUSG00000087410	2310065F04Rik	11
ENSMUSG00000038775	Vill	9
ENSMUSG00000020087	Tysnd1	10
ENSMUSG00000115594	AC150560.3	15
ENSMUSG00000052525	Spdya	17
ENSMUSG00000114488	AC129219.2	14
ENSMUSG00000111787	Gm5035	2
ENSMUSG00000024680	Ms4a2	19
ENSMUSG00000081717	Vmn1r-ps106	13
ENSMUSG00000025993	Slc40a1	1
ENSMUSG00000033658	Ddx19b	8
ENSMUSG00000111557	Gm18164	2
ENSMUSG00000113332	AC134254.3	12
ENSMUSG00000085524	Gm14224	2
ENSMUSG00000107010	Gm43293	6
ENSMUSG00000015829	Tnr	1
ENSMUSG00000087379	Gm13849	6
ENSMUSG00000111035	Gm33054	9
ENSMUSG00000025971	Maip1	1
ENSMUSG00000080697	Vmn1r-ps107	13
ENSMUSG00000027624	Epb41l1	2
ENSMUSG00000084973	Gm13848	6
ENSMUSG00000111095	Gm18165	2
ENSMUSG00000110186	Gm7789	7
ENSMUSG00000094119	Olfr612	7
ENSMUSG00000081495	Vmn1r-ps108	13
ENSMUSG00000062797	Hikeshi	7
ENSMUSG00000074034	Gm5921	9
ENSMUSG00000115283	AC154616.2	14
ENSMUSG00000111578	Gm18166	2
ENSMUSG00000083999	Gm7790	X
ENSMUSG00000042569	Dhrs7b	11
ENSMUSG00000084286	Cyp2j15-ps	4
ENSMUSG00000111398	D330037F02Rik	9
ENSMUSG00000081072	Gm14977	X
ENSMUSG00000094379	Vmn1r202	13
ENSMUSG00000031831	Dnaaf1	8
ENSMUSG00000073897	Olfr17	7
ENSMUSG00000102547	Gm38136	Y
ENSMUSG00000024773	Atg2a	19
ENSMUSG00000049008	BB014433	8
ENSMUSG00000093740	Gm18417	17
ENSMUSG00000103675	Gm37991	Y
ENSMUSG00000109871	Gm45276	8
ENSMUSG00000110905	AC107851.1	9
ENSMUSG00000093669	Gm9399	14
ENSMUSG00000039097	Rln1	19
ENSMUSG00000113411	AC134254.4	12
ENSMUSG00000113077	AC134254.1	12
ENSMUSG00000108692	Gm45034	7
ENSMUSG00000082393	Gm15028	X
ENSMUSG00000044763	Trmt10c	16
ENSMUSG00000103842	Gm37808	Y
ENSMUSG00000035517	Tdrd7	4
ENSMUSG00000115319	CT025630.2	14
ENSMUSG00000110346	Gm18122	7
ENSMUSG00000001127	Araf	X
ENSMUSG00000029146	Snx17	5
ENSMUSG00000110503	Gm45830	8
ENSMUSG00000104024	Gm33571	Y
ENSMUSG00000033083	Tbc1d4	14
ENSMUSG00000054272	Zscan4c	7
ENSMUSG00000081114	Gm15390	1
ENSMUSG00000073601	Serpinb3c	1
ENSMUSG00000066704	Cyp2b19	7
ENSMUSG00000094545	Vmn1r101	7
ENSMUSG00000066097	Cyp2j11	4
ENSMUSG00000103552	Gm38217	9
ENSMUSG00000053128	Rnf26	9
ENSMUSG00000113122	AC134254.2	12
ENSMUSG00000032036	Kirrel3	9
ENSMUSG00000105286	Gm43140	3
ENSMUSG00000109028	Gm35842	7
ENSMUSG00000075402	Krt76	15
ENSMUSG00000109965	Gm45274	8
ENSMUSG00000076923	Traj5	14
ENSMUSG00000112956	AC134601.1	12
ENSMUSG00000027803	Wwtr1	3
ENSMUSG00000085058	8030453O22Rik	6
ENSMUSG00000110072	Gm45327	7
ENSMUSG00000108836	Gm44813	7
ENSMUSG00000079356	Mettl4-ps1	17
ENSMUSG00000113287	Gm40853	12
ENSMUSG00000080729	Gm8084	1
ENSMUSG00000038456	Dennd2a	6
ENSMUSG00000076924	Traj4	14
ENSMUSG00000005813	Metap1	3
ENSMUSG00000111409	Rnf26	9
ENSMUSG00000069270	Hist1h2ac	13
ENSMUSG00000109021	Gm44812	7
ENSMUSG00000073602	Serpinb3b	1
ENSMUSG00000115652	AC144798.1	14
ENSMUSG00000111415	AC148328.1	9
ENSMUSG00000081845	Prkaca-ps1	X
ENSMUSG00000099579	1700120K04Rik	7
ENSMUSG00000062987	Olfr715b	7
ENSMUSG00000079592	C1qtnf5	9
ENSMUSG00000086728	Man2c1os	9
ENSMUSG00000085492	Trmt61b	17
ENSMUSG00000043518	Rai2	X
ENSMUSG00000076573	Igkv1-35	6
ENSMUSG00000091147	4921509A06Rik	9
ENSMUSG00000111558	Gm18891	9
ENSMUSG00000009772	Nuak2	1
ENSMUSG00000069227	Gprin1	13
ENSMUSG00000110606	Gm45829	8
ENSMUSG00000113460	AC134596.1	12
ENSMUSG00000110465	Gm45832	8
ENSMUSG00000062598	Vmn1r178	7
ENSMUSG00000082263	Gm11188	11
ENSMUSG00000032295	Man2c1	9
ENSMUSG00000067203	H2-K2	17
ENSMUSG00000103225	Gm37731	1
ENSMUSG00000031461	Myom2	8
ENSMUSG00000061397	Krt79	15
ENSMUSG00000073528	Gm10530	1
ENSMUSG00000093901	Olfr893	9
ENSMUSG00000098707	Gm27236	12
ENSMUSG00000006389	Mpl	4
ENSMUSG00000062480	Acat3	17
ENSMUSG00000060503	Olfr715	7
ENSMUSG00000095897	Ighd2-5	12
ENSMUSG00000051329	Nup160	2
ENSMUSG00000103719	Gm38039	1
ENSMUSG00000110564	Gm45697	8
ENSMUSG00000048004	Tmem196	12
ENSMUSG00000110137	Gm45577	8
ENSMUSG00000083538	Gm16016	3
ENSMUSG00000083249	Gm14623	X
ENSMUSG00000103203	Gm37327	12
ENSMUSG00000110209	Gm45868	7
ENSMUSG00000031559	4930555F03Rik	8
ENSMUSG00000097739	Gm2539	10
ENSMUSG00000109634	Gm45474	7
ENSMUSG00000094762	Gm10670	7
ENSMUSG00000081089	Gm14624	X
ENSMUSG00000037437	Adam32	8
ENSMUSG00000027843	Ptpn22	3
ENSMUSG00000082606	Gm14638	X
ENSMUSG00000096396	Ighd5-2	12
ENSMUSG00000026228	Htr2b	1
ENSMUSG00000070311	Olfr894	9
ENSMUSG00000031513	Leprotl1	8
ENSMUSG00000033730	Egr3	14
ENSMUSG00000032482	Cspg5	9
ENSMUSG00000026354	Lct	1
ENSMUSG00000046924	Vmn1r179	7
ENSMUSG00000110688	Gm45696	8
ENSMUSG00000111460	Olfr1227-ps1	2
ENSMUSG00000092512	Gm4152	17
ENSMUSG00000083061	Gm12191	11
ENSMUSG00000031125	3830403N18Rik	X
ENSMUSG00000081570	Gm12192	11
ENSMUSG00000026229	Psmd1	1
ENSMUSG00000069289	Vmn1r203	13
ENSMUSG00000020362	Cnot6	11
ENSMUSG00000113053	Gm18262	13
ENSMUSG00000079539	Obp2b	2
ENSMUSG00000055446	A630091E08Rik	7
ENSMUSG00000113117	Gm2544	13
ENSMUSG00000087688	Gm11300	13
ENSMUSG00000113353	Gm18878	13
ENSMUSG00000113256	CT033774.2	13
ENSMUSG00000099486	Olfr1228	2
ENSMUSG00000094778	Olfr143	9
ENSMUSG00000010044	Zmynd10	9
ENSMUSG00000089871	Speer4cos	5
ENSMUSG00000057388	Mrpl18	17
ENSMUSG00000073208	Speer4c	5
ENSMUSG00000096663	Vmn1r103	7
ENSMUSG00000081589	Gm14353	X
ENSMUSG00000034739	Mfrp	9
ENSMUSG00000066724	Gm10175	7
ENSMUSG00000076925	Traj3	14
ENSMUSG00000096903	Vmn1r104	7
ENSMUSG00000109018	Gm44809	7
ENSMUSG00000092545	Gm20319	16
ENSMUSG00000096427	Olfr895	9
ENSMUSG00000043284	Tmem11	11
ENSMUSG00000026650	Meig1	2
ENSMUSG00000109294	Gm44808	7
ENSMUSG00000086540	Scml1	X
ENSMUSG00000076926	Traj2	14
ENSMUSG00000092473	Vmn1r180	7
ENSMUSG00000031303	Map3k15	X
ENSMUSG00000091479	Gm17035	15
ENSMUSG00000091412	Gm2895	15
ENSMUSG00000082253	Gm14639	X
ENSMUSG00000109065	Gm5324	7
ENSMUSG00000086698	4930511O05Rik	13
ENSMUSG00000005125	Ndrg1	15
ENSMUSG00000102247	Gm37715	3
ENSMUSG00000028298	Cga	4
ENSMUSG00000104988	Gm43622	9
ENSMUSG00000085479	9430073C21Rik	11
ENSMUSG00000073177	Gm773	X
ENSMUSG00000079092	Prl2c2	13
ENSMUSG00000069814	Ccdc92b	11
ENSMUSG00000033196	Myh2	11
ENSMUSG00000110248	Gm45615	7
ENSMUSG00000106311	Gm43755	5
ENSMUSG00000109941	Exosc6	8
ENSMUSG00000055723	Rras2	7
ENSMUSG00000073102	Drc1	5
ENSMUSG00000102300	Gm34106	9
ENSMUSG00000031960	Aars	8
ENSMUSG00000113449	AL589737.1	13
ENSMUSG00000087136	Gm15864	6
ENSMUSG00000035104	Eva1a	6
ENSMUSG00000044951	Mylk4	13
ENSMUSG00000095448	Olfr859	9
ENSMUSG00000115759	AC133156.2	15
ENSMUSG00000081024	Gm14627	X
ENSMUSG00000103462	Gm32181	Y
ENSMUSG00000094936	Rbm4	19
ENSMUSG00000022371	Col14a1	15
ENSMUSG00000098313	Nr1h2-ps	9
ENSMUSG00000087538	Gm16341	1
ENSMUSG00000111814	Olfr896-ps1	9
ENSMUSG00000113734	AC155236.1	12
ENSMUSG00000082167	Gm14360	X
ENSMUSG00000010307	Tmem86a	7
ENSMUSG00000113069	AC104897.1	12
ENSMUSG00000083630	Gm15602	3
ENSMUSG00000062590	Armc9	1
ENSMUSG00000102550	Gm8276	3
ENSMUSG00000113339	Gm17915	12
ENSMUSG00000087377	AV099323	2
ENSMUSG00000105986	Gm43065	3
ENSMUSG00000052917	Senp7	16
ENSMUSG00000085824	Platr9	4
ENSMUSG00000084760	Gm15472	3
ENSMUSG00000083000	Gm15678	8
ENSMUSG00000031299	Pdha1	X
ENSMUSG00000109952	Gm45395	7
ENSMUSG00000054958	Nt5c1a	4
ENSMUSG00000097425	Vmn1r181	7
ENSMUSG00000110103	Zscan4-ps1	7
ENSMUSG00000076927	Traj1	14
ENSMUSG00000022200	Golph3	15
ENSMUSG00000087469	Gm16142	9
ENSMUSG00000095444	Ighd2-4	12
ENSMUSG00000081181	Gm13353	2
ENSMUSG00000064373	Selenop	15
ENSMUSG00000080848	Gm9385	9
ENSMUSG00000109532	Gm42397	7
ENSMUSG00000110196	Gm33601	7
ENSMUSG00000106083	Gm42452	5
ENSMUSG00000082943	Gm13355	2
ENSMUSG00000056880	Gadl1	9
ENSMUSG00000083096	Gm11356	13
ENSMUSG00000114100	AC134601.3	12
ENSMUSG00000097214	Gm19791	10
ENSMUSG00000005357	Slc1a6	10
ENSMUSG00000097795	Gm7678	10
ENSMUSG00000109454	Gm34783	7
ENSMUSG00000109730	Gm7151	7
ENSMUSG00000039199	Zdhhc1	8
ENSMUSG00000103211	Gm38288	3
ENSMUSG00000097327	E030030I06Rik	10
ENSMUSG00000020125	Elane	10
ENSMUSG00000087230	Mroh3	1
ENSMUSG00000069259	Prl6a1	13
ENSMUSG00000076928	Trac	14
ENSMUSG00000086882	Gm13352	2
ENSMUSG00000086862	Gm13546	2
ENSMUSG00000099946	Gm9496	1
ENSMUSG00000113901	AC134601.2	12
ENSMUSG00000104038	Gm37771	3
ENSMUSG00000095913	Gm21844	19
ENSMUSG00000110881	Olfr897-ps1	9
ENSMUSG00000026832	Cytip	2
ENSMUSG00000113439	AC165157.2	12
ENSMUSG00000086952	Gm12596	4
ENSMUSG00000113039	AC165157.1	12
ENSMUSG00000103598	Gm4856	3
ENSMUSG00000096370	Gm21992	19
ENSMUSG00000108224	Gm31861	6
ENSMUSG00000053889	Kirrel3os	9
ENSMUSG00000111897	Gm19810	10
ENSMUSG00000110348	Gm4157	7
ENSMUSG00000070896	Rpl23a-ps1	1
ENSMUSG00000107809	Gm44209	6
ENSMUSG00000109889	Gm3774	7
ENSMUSG00000115152	AC101945.1	15
ENSMUSG00000083979	Gm12527	4
ENSMUSG00000110066	Gm38430	7
ENSMUSG00000115739	AC101945.4	15
ENSMUSG00000038578	Susd1	4
ENSMUSG00000115712	AC101945.3	15
ENSMUSG00000089749	Gm11357	13
ENSMUSG00000044477	Zfand3	17
ENSMUSG00000115142	AC152394.1	15
ENSMUSG00000001131	Timp1	X
ENSMUSG00000066905	Olfr860	9
ENSMUSG00000105447	Gm43653	3
ENSMUSG00000094112	9330182O14Rik	15
ENSMUSG00000033760	Rbm4b	19
ENSMUSG00000041009	Iqcf4	9
ENSMUSG00000105515	Gm42454	5
ENSMUSG00000074238	Ap1ar	3
ENSMUSG00000091119	Ccdc152	15
ENSMUSG00000104188	Gm37821	1
ENSMUSG00000058793	Cds2	2
ENSMUSG00000108316	Gm44589	7
ENSMUSG00000051154	Commd3	2
ENSMUSG00000100583	Gm29443	7
ENSMUSG00000018931	Natd1	11
ENSMUSG00000082810	Gm8682	X
ENSMUSG00000101526	Gm28622	9
ENSMUSG00000111318	AC158630.1	10
ENSMUSG00000110511	Gm45699	9
ENSMUSG00000099423	Gm17826	7
ENSMUSG00000106226	Gm43586	6
ENSMUSG00000082009	Gm12954	4
ENSMUSG00000083393	Gm15194	X
ENSMUSG00000114277	AC154176.1	13
ENSMUSG00000101135	Gm17981	7
ENSMUSG00000104769	Igkv8-34	6
ENSMUSG00000082814	Gm12956	4
ENSMUSG00000101646	Gm28106	Y
ENSMUSG00000098158	Gm4804	12
ENSMUSG00000106530	Gm42430	5
ENSMUSG00000018102	Hist1h2bc	13
ENSMUSG00000024659	Anxa1	19
ENSMUSG00000056305	Usp39	6
ENSMUSG00000083791	Gm12721	4
ENSMUSG00000105185	4930519H02Rik	5
ENSMUSG00000101008	Gm29442	7
ENSMUSG00000078612	Fyb2	4
ENSMUSG00000019850	Tnfaip3	10
ENSMUSG00000006456	Rbm14	19
ENSMUSG00000058230	Arhgap35	7
ENSMUSG00000105916	Gm42453	5
ENSMUSG00000058270	Olfr25	9
ENSMUSG00000080757	Gm15029	X
ENSMUSG00000071267	Zfp942	17
ENSMUSG00000037217	Syn1	X
ENSMUSG00000036211	Hist1h1t	13
ENSMUSG00000083977	Mageb8-ps	X
ENSMUSG00000049470	Aff4	11
ENSMUSG00000090682	Gm3852	1
ENSMUSG00000060678	Hist1h4c	13
ENSMUSG00000086204	Gm15668	1
ENSMUSG00000092456	V1rd19	7
ENSMUSG00000080069	Gm41	X
ENSMUSG00000098800	Gm27244	3
ENSMUSG00000032601	Prkar2a	9
ENSMUSG00000046688	Tifa	3
ENSMUSG00000082473	Kif22-ps	1
ENSMUSG00000027884	Clcc1	3
ENSMUSG00000103651	Gm37206	19
ENSMUSG00000112411	Gm19337	10
ENSMUSG00000104354	Gm37126	2
ENSMUSG00000096991	Gm26789	10
ENSMUSG00000085577	Mageb6-ps	X
ENSMUSG00000003418	St8sia6	2
ENSMUSG00000095128	Gm5709	3
ENSMUSG00000112759	AC153516.1	10
ENSMUSG00000020064	Herc4	10
ENSMUSG00000085114	1600025M17Rik	X
ENSMUSG00000035401	Emsy	7
ENSMUSG00000080773	Gm12955	4
ENSMUSG00000006611	Hfe	13
ENSMUSG00000063802	Hspbp1	7
ENSMUSG00000084379	Gm12957	4
ENSMUSG00000016319	Slc25a5	X
ENSMUSG00000087146	Gm15205	X
ENSMUSG00000044457	Stk-ps2	1
ENSMUSG00000104217	Gm37988	1
ENSMUSG00000043059	Zfp513	5
ENSMUSG00000101467	Gm28662	Y
ENSMUSG00000082369	Gm14208	2
ENSMUSG00000033813	Tcea1	1
ENSMUSG00000027405	Nop56	2
ENSMUSG00000090714	Zscan4d	7
ENSMUSG00000105804	Gm43654	3
ENSMUSG00000040387	Klhl32	4
ENSMUSG00000086067	Gm16183	8
ENSMUSG00000111600	Gm8049	9
ENSMUSG00000109161	Gm39033	7
ENSMUSG00000032010	Usp2	9
ENSMUSG00000109003	Gm36011	7
ENSMUSG00000083889	E530001F21Rik	X
ENSMUSG00000042788	Fam166b	4
ENSMUSG00000036611	Eepd1	9
ENSMUSG00000092389	Gm20483	17
ENSMUSG00000095331	Ptma-ps1	7
ENSMUSG00000113964	AC165157.4	12
ENSMUSG00000022174	Dad1	14
ENSMUSG00000066723	Vmn1r183	7
ENSMUSG00000113443	AC165157.3	12
ENSMUSG00000038838	Vars2	17
ENSMUSG00000108613	Gm36694	7
ENSMUSG00000020085	Aifm2	10
ENSMUSG00000080205	Gm15526	6
ENSMUSG00000114148	CT010478.1	12
ENSMUSG00000091091	Kcnmb3	3
ENSMUSG00000081678	Gm12959	4
ENSMUSG00000045725	Prr15	6
ENSMUSG00000087385	Frg2f1	4
ENSMUSG00000053347	Zfp943	17
ENSMUSG00000101336	Gm28480	Y
ENSMUSG00000094588	Olfr898	9
ENSMUSG00000020644	Id2	12
ENSMUSG00000030421	Uri1	7
ENSMUSG00000101152	Gm28305	9
ENSMUSG00000114041	Gm9269	12
ENSMUSG00000073485	H3f3aos	1
ENSMUSG00000101593	Gm20842	Y
ENSMUSG00000019124	Scrn1	6
ENSMUSG00000090150	Acad11	9
ENSMUSG00000060743	H3f3a	1
ENSMUSG00000114848	AC154487.1	14
ENSMUSG00000073896	Olfr716	7
ENSMUSG00000073478	D730003I15Rik	1
ENSMUSG00000102480	Gm37926	3
ENSMUSG00000100664	6030442E23Rik	7
ENSMUSG00000073600	Prob1	18
ENSMUSG00000067870	Rpl31-ps8	15
ENSMUSG00000106925	Gm20072	5
ENSMUSG00000074553	Eif1-ps1	14
ENSMUSG00000104465	BC002189	3
ENSMUSG00000102390	Gm37579	3
ENSMUSG00000114862	CU062626.3	14
ENSMUSG00000086020	Gm12239	11
ENSMUSG00000104471	Gm38208	3
ENSMUSG00000060913	Trim55	3
ENSMUSG00000112951	Gm40881	12
ENSMUSG00000090527	Gm5538	3
ENSMUSG00000037393	Nmur2	11
ENSMUSG00000032998	Foxj3	4
ENSMUSG00000091155	Serpine3	14
ENSMUSG00000092147	Gm7052	17
ENSMUSG00000109595	Gm18204	7
ENSMUSG00000099397	Gm7809	17
ENSMUSG00000113749	Mrto4-ps1	12
ENSMUSG00000026308	Klhl30	1
ENSMUSG00000086004	Gm7805	17
ENSMUSG00000029145	Eif2b4	5
ENSMUSG00000044533	Rps2	17
ENSMUSG00000110518	Olfr861-ps1	9
ENSMUSG00000082119	Cyp2j14-ps	4
ENSMUSG00000025757	Hspa4l	3
ENSMUSG00000091129	Iqcf6	9
ENSMUSG00000099899	Gm28784	1
ENSMUSG00000035161	Ints6	14
ENSMUSG00000086216	Gm13610	2
ENSMUSG00000061065	H2al1o	X
ENSMUSG00000030043	Tacr1	6
ENSMUSG00000025903	Lypla1	1
ENSMUSG00000112723	Gm9110	12
ENSMUSG00000086040	Wipf3	6
ENSMUSG00000073598	1700066B19Rik	18
ENSMUSG00000034891	Sncb	13
ENSMUSG00000045589	Frrs1l	4
ENSMUSG00000109548	Gm45066	7
ENSMUSG00000020601	Trib2	12
ENSMUSG00000099853	Gm29328	7
ENSMUSG00000073599	Ecscr	18
ENSMUSG00000042507	Elmsan1	12
ENSMUSG00000036646	Man1b1	2
ENSMUSG00000104063	Pcdhgb7	18
ENSMUSG00000031728	Zfp821	8
ENSMUSG00000061780	Cfd	10
ENSMUSG00000099558	Gm29295	7
ENSMUSG00000073590	3222401L13Rik	18
ENSMUSG00000031922	Cep57	9
ENSMUSG00000047544	Olfr616	7
ENSMUSG00000027245	Hypk	2
ENSMUSG00000100658	F730311O21Rik	1
ENSMUSG00000027883	Gpsm2	3
ENSMUSG00000101411	Gm28111	9
ENSMUSG00000035969	Rusc2	4
ENSMUSG00000044022	Pcdhb21	18
ENSMUSG00000083956	Gm12361	4
ENSMUSG00000078624	Olfr613	7
ENSMUSG00000023192	Grm2	9
ENSMUSG00000082709	Gm12362	4
ENSMUSG00000090101	Snhg9	17
ENSMUSG00000103458	Gm42416	18
ENSMUSG00000068957	4930589L23Rik	3
ENSMUSG00000073947	Olfr615	7
ENSMUSG00000103749	Pcdhgb5	18
ENSMUSG00000103564	Gm35067	3
ENSMUSG00000031434	Morc4	X
ENSMUSG00000042066	Tmcc2	1
ENSMUSG00000087399	Gm11899	4
ENSMUSG00000051486	Pcdhb11	18
ENSMUSG00000111218	AC145736.2	9
ENSMUSG00000039431	Mtmr7	8
ENSMUSG00000111039	AC145736.1	9
ENSMUSG00000115141	AC157572.1	14
ENSMUSG00000086946	Gm15527	6
ENSMUSG00000032558	Nphp3	9
ENSMUSG00000082306	Gm11358	13
ENSMUSG00000103130	F830212C03Rik	15
ENSMUSG00000043458	Pcdhb12	18
ENSMUSG00000106037	Gm4332	3
ENSMUSG00000078300	Gm2606	15
ENSMUSG00000100745	Gm29077	Y
ENSMUSG00000061232	H2-K1	17
ENSMUSG00000109086	Gm5596	7
ENSMUSG00000059493	Nhs	X
ENSMUSG00000101341	Gm29076	Y
ENSMUSG00000109475	Gm34272	7
ENSMUSG00000022197	Pdzd2	15
ENSMUSG00000102713	Gm29994	18
ENSMUSG00000018259	Prl8a2	13
ENSMUSG00000113094	AC159649.1	12
ENSMUSG00000094525	Trbv12-2	6
ENSMUSG00000074884	Serf2	2
ENSMUSG00000102742	Pcdhga11	18
ENSMUSG00000113776	Gm19327	12
ENSMUSG00000032744	Heyl	4
ENSMUSG00000113052	Gm31513	12
ENSMUSG00000020086	H2afy2	10
ENSMUSG00000087571	Gm15202	X
ENSMUSG00000108081	Gm44026	6
ENSMUSG00000080283	Gm14806	X
ENSMUSG00000073067	9130019P16Rik	6
ENSMUSG00000044286	Olfr221	14
ENSMUSG00000110685	Gm5373	8
ENSMUSG00000020078	Vps26a	10
ENSMUSG00000045391	1700120B22Rik	10
ENSMUSG00000032182	Yipf2	9
ENSMUSG00000090079	Gm15849	1
ENSMUSG00000087670	9530036M11Rik	6
ENSMUSG00000078308	CT030181.1	9
ENSMUSG00000046207	Pik3r6	11
ENSMUSG00000111162	Gm7293	9
ENSMUSG00000028134	Ptbp2	3
ENSMUSG00000103182	Gm37091	1
ENSMUSG00000105285	Gm43238	5
ENSMUSG00000110379	Gm6909	7
ENSMUSG00000004633	Chn2	6
ENSMUSG00000115367	AC152394.2	15
ENSMUSG00000097260	Gm5706	1
ENSMUSG00000096301	Ighd6-2	12
ENSMUSG00000101260	Gm28780	Y
ENSMUSG00000029409	U90926	5
ENSMUSG00000098748	Gm27189	9
ENSMUSG00000082364	Gm11955	11
ENSMUSG00000040997	Abhd4	14
ENSMUSG00000098272	Gm27233	9
ENSMUSG00000101131	Gm29370	Y
ENSMUSG00000003585	Sec14l2	11
ENSMUSG00000021376	Tpmt	13
ENSMUSG00000040824	Snrpd2	7
ENSMUSG00000102532	Gm37227	12
ENSMUSG00000096568	Ighd2-3	12
ENSMUSG00000099339	Gm21751	Y
ENSMUSG00000048647	Exd1	2
ENSMUSG00000028177	1810013D15Rik	3
ENSMUSG00000027667	Zfp639	3
ENSMUSG00000107453	Gm44145	6
ENSMUSG00000042557	Sin3a	9
ENSMUSG00000030042	Pole4	6
ENSMUSG00000036966	Spryd3	15
ENSMUSG00000041650	Pcca	14
ENSMUSG00000046110	Serinc4	2
ENSMUSG00000003934	Efnb3	11
ENSMUSG00000043013	Onecut1	9
ENSMUSG00000105694	Gm43237	5
ENSMUSG00000105707	Gm43753	5
ENSMUSG00000092563	Gm3617	1
ENSMUSG00000037999	Arap2	5
ENSMUSG00000085791	Rpl30-ps9	X
ENSMUSG00000100272	Gm28785	1
ENSMUSG00000092553	Gm20428	1
ENSMUSG00000083744	Gm14824	X
ENSMUSG00000066477	Gm16551	9
